name,education,quote
James Stirling,https://imgix.ranker.com/node_img/64/1264442/original/james-stirling-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Sir James Frazer Stirling was a British architect. Among critics and architects alike he is generally acknowledged to be one of the most important and influential architects of the second half of the 20th century. He began his career as one of a number of young architects who, from the 1950s onwards, questioned the compositional and theoretical precepts of the first Modern Movement. Stirling's development of a mannered reinterpretation of those precepts – much influenced by his friend and teacher, the architectural theorist and urbanist Colin Rowe – introduced an eclectic spirit that allowed him to plunder the whole sweep of architectural history as a source of compositional inspiration, from ancient Rome and the Baroque, to the many manifestations of the modern period, from Frank Lloyd Wright to Alvar Aalto. His success lay in his ability to incorporate these encyclopaedic references subtly, within a decisive architecture of strong, confident gestures that aimed to remake urban form. For these reasons, it can be said that in his time, Stirling's architecture was a rebellion against conformity.",Age: Dec. at 66 (1926-1992),"Place of Birth: Glasgow, United Kingdom","Structures: Florian Building, Queens College, Oxford, Arthur M. Sackler Museum, Andrew Melville Hall"
Arata Isozaki,https://imgix.ranker.com/node_img/25/483686/original/arata-isozaki-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Arata Isozaki is a Japanese architect from Ōita. He graduated from the University of Tokyo in 1954. Isozaki worked under Kenzo Tange before establishing his own firm in 1963. His beginning projects were influenced and mesmorised by european experiences with a style mixed between ""New Brutalism"" & ""Metabolist Architecture"" according to Reyner Banham. He then developed into a more eleptic style with buildings such as: Fujimi Country Club and Kitakyushu Central Library. Later developing a modernistic style with buildings such as the Art Tower of Mito, Domus-Casa del Hombre and plenty more. He has created a number of various works both inside and outside Japan. He is considered one of world's most illustrious architects, winning many prestigious international awards. In 2005, Arata Isozaki founded the Italian branch of his office: Arata Isozaki & Andrea Maffei Associates. Two major projects from this office are currently underway: CityLife office tower, a redevelopment project in the former trade fair area in Milan, and the new Town Library in Maranello, Italy.",Age: 92,"Place of Birth: Oita, Japan","Structures: Isozaki Atea, Palau Sant Jordi, Kitakyushu City Museum of Art, Kamioka Town hall, Bass Museum of Art"
Bernard Maybeck,https://imgix.ranker.com/node_img/29/571435/original/bernard-maybeck-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Bernard Ralph Maybeck was an American architect in the Arts and Crafts Movement of the early 20th century. He was an instructor at University of California, Berkeley. Most of his major buildings were in the San Francisco Bay Area.",Age: Dec. at 95 (1862-1957),"Place of Birth: Greenwich Village, New York City, New York","Structures: Sunday school, First Church of Christ, Scientist by Maybeck, Telegraph Hill Neighborhood house by Maybeck, James J. Fagan house by Maybeck"
Benjamin Latrobe,https://imgix.ranker.com/node_img/29/566296/original/benjamin-latrobe-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Benjamin Henry Boneval Latrobe was a British neoclassical subject and trained architect there in England who emigrated to the new United States and is best known for his design of the United States Capitol, on ""Capitol Hill"" in Washington, D.C., along with his additional later work on the Old Baltimore Cathedral/The Baltimore Basilica,. The first Roman Catholic Cathedral constructed in the United States, was built on ""Cathedral Hill"" along Cathedral Street, between West Franklin and West Mulberry Streets in the future Mount Vernon-Belvedere neighborhood, then known as ""Howard's Woods"", a part of the country estate of ""Belvidere"" of American Revolutionary War hero and commander of the famed ""Maryland Line"" regiments of the Continental Army, Col. John Eager Howard, who owned and donated much of the land north of Baltimore Town. The new Catholic Cathedral site was north of and overlooking the city's downtown business district and the ""harbor basin"" of the Patapsco River.",Age: Dec. at 56 (1764-1820),"Place of Birth: Fulneck, Pudsey, West Yorkshire, United Kingdom","Structures: Andalusia, Adena Mansion, Basilica of the National Shrine of the Assumption of the Blessed Virgin Mary, Belvidere, Louisiana State Bank Building"
Leone Battista Alberti,https://imgix.ranker.com/node_img/72/1433682/original/leone-battista-alberti-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Leon Battista Alberti was an Italian humanist author, artist, architect, poet, priest, linguist, philosopher and cryptographer; he epitomised the Renaissance Man. Although he is often characterized as an ""architect"" exclusively, as James Beck has observed, ""to single out one of Leon Battista's 'fields' over others as somehow functionally independent and self-sufficient is of no help at all to any effort to characterize Alberti's extensive explorations in the fine arts."" Alberti's life was described in Giorgio Vasari's Lives of the Most Excellent Painters, Sculptors, and Architects.",Age: Dec. at 68 (1404-1472),"Place of Birth: Genoa, Italy","Structures: S Sebastiano, S Francesco, Rimini, Tempio Malatestiano, Basilica of Santa Maria Novella"
Ralph Adams Cram,https://imgix.ranker.com/node_img/94/1869420/original/ralph-adams-cram-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Ralph Adams Cram was a prolific and influential American architect of collegiate and ecclesiastical buildings, often in the Gothic Revival style. Cram & Ferguson and Cram, Goodhue & Ferguson are partnerships in which he worked. Together with an architect and artist, he is honored on December 16 as a feast day in the Episcopal Church of the United States. Cram was a fellow of the American Institute of Architects.",Age: Dec. at 78 (1863-1942),"Place of Birth: Hampton Falls, New Hampshire","Structures: First Universalist Church, Julia Ideson Building, First Presbyterian Church, Christ Church, Hyde Park"
Otto Wagner,https://imgix.ranker.com/node_img/87/1737875/original/otto-wagner-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Otto Koloman Wagner was an Austrian architect and urban planner, known for his lasting impact on the appearance of his home town Vienna, to which he contributed many landmarks.",Age: Dec. at 76 (1841-1918),"Place of Birth: Penzing, Vienna, Austria","Structures: Karlsplatz Stadtbahn Station, Rumbach Street synagogue, Austrian Postal Savings Bank, Kirche am Steinhof"
William Wurster,https://imgix.ranker.com/node_img/120/2398030/original/william-wurster-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"William Wilson Wurster was an American architect and architectural teacher at the University of California, Berkeley, and at MIT, best known for his residential designs in California.",Age: Dec. at 77 (1895-1973),"Place of Birth: Stockton, California","Structures: Harley-Stevens House by Wurster, Bristol Ave. Field House by Wurster, Pope ranch House by Wurster, Church House by Wurster, Bank of America Center"
César Pelli,https://imgix.ranker.com/node_img/35/694672/original/c-sar-pelli-companies-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"César Pelli is an Argentine American architect known for designing some of the world's tallest buildings and other major urban landmarks. In 1991, the American Institute of Architects listed Pelli among the ten most influential living American architects. His many awards include the 1995 AIA Gold Medal which recognizes a body of work of lasting influence on the theory and practice of architecture. Perhaps his most famous work are the Petronas Twin Towers, which were for a time the world's tallest buildings. He also designed the World Financial Center complex in downtown Manhattan.",Age: 97,"Place of Birth: San Miguel de Tucumán, Argentina","Structures: National Museum of Art, Osaka, Clorox Building, The Landmark, Unicredit Tower"
Karl Friedrich Schinkel,https://imgix.ranker.com/node_img/68/1349988/original/karl-friedrich-schinkel-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Karl Friedrich Schinkel was a Prussian architect, city planner, and painter who also designed furniture and stage sets. Schinkel was one of the most prominent architects of Germany and designed both neoclassical and neogothic buildings.",Age: Dec. at 60 (1781-1841),"Place of Birth: Neuruppin, Germany","Structures: Nikolaikirche, Schlossbrücke, Charlottenhof Palace, Neue Wache, Schauspielhaus"
Walter Gropius,https://imgix.ranker.com/node_img/118/2357052/original/walter-gropius-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Walter Adolph Georg Gropius was a German architect and founder of the Bauhaus School, who, along with Ludwig Mies van der Rohe, Le Corbusier and Frank Lloyd Wright, is widely regarded as one of the pioneering masters of modern architecture.",Age: Dec. at 86 (1883-1969),"Place of Birth: Berlin, Germany","Structures: Waldenmark, Temple Oheb Shalom, Michael Reese Hospital, MetLife Building, Harvard Graduate Center"
George Gilbert Scott,https://imgix.ranker.com/node_img/53/1057751/original/george-gilbert-scott-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Sir George Gilbert Scott, styled Sir Gilbert Scott, was an English Gothic revival architect, chiefly associated with the design, building and renovation of churches and cathedrals, although he started his career as a leading designer of workhouses. He was one of the most prolific architects which Great Britain has produced, over 800 buildings being designed or altered by him. Scott was the architect of many iconic buildings, including the Midland Grand Hotel at St Pancras Station, the Albert Memorial, and the Foreign and Commonwealth Office, all in London, St Mary's Cathedral, Glasgow, the main building of the University of Glasgow, St Mary's Cathedral in Edinburgh and King's College London Chapel and King's College London in its Strand main campus.",Age: Dec. at 66 (1811-1878),"Place of Birth: Gawcott, United Kingdom","Structures: St Columb Major Union Workhouse, ChristChurch Cathedral, Christchurch, St Mary's Church, Halton"
John Russell Pope,https://imgix.ranker.com/node_img/66/1313975/original/john-russell-pope-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"John Russell Pope was an American architect whose firm is widely known for designing of the National Archives and Records Administration building, the Jefferson Memorial and the West Building of the National Gallery of Art, all in Washington, DC.",Age: Dec. at 63 (1874-1937),"Place of Birth: New York City, New York","Structures: National Archives, DAR Constitution Hall, Thomas Jefferson Memorial, Meridian House, Constitution Hall"
Andrea Palladio,https://imgix.ranker.com/node_img/23/457850/original/andrea-palladio-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Andrea Palladio was an Italian architect active in the Republic of Venice. Palladio, influenced by Roman and Greek architecture, primarily by Vitruvius, is widely considered the most influential individual in the history of Western architecture. All of his buildings are located in what was the Venetian Republic, but his teachings, summarized in the architectural treatise, The Four Books of Architecture, gained him wide recognition. The city of Vicenza and the Palladian Villas of the Veneto are UNESCO World Heritage Sites.",Age: Dec. at 71 (1508-1580),"Place of Birth: Padua, Italy","Structures: Villa Barbaro, San Francesco della Vigna, Villa Contarini, Palazzo Dalla Torre, Casa Cogollo"
Edwin Lutyens,https://imgix.ranker.com/node_img/46/917352/original/edwin-lutyens-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Sir Edwin Landseer Lutyens, OM KCIE PRA FRIBA, was a British architect who is known for imaginatively adapting traditional architectural styles to the requirements of his era. He designed many English country houses. He has been referred to as ""the greatest British architect"" and is known best for having an instrumental role in designing and building a section of the metropolis of Delhi, known as New Delhi, which would later on serve as the seat of the Government of India. In recognition of his contribution, New Delhi is also known as ""Lutyens' Delhi"". In collaboration with Sir Herbert Baker, he was also the main architect of several monuments in New Delhi such as the India Gate; he also designed Viceroy's House, which is now known as the Rashtrapati Bhavan.",Age: Dec. at 74 (1869-1944),"Place of Birth: London, United Kingdom","Structures: Gledstone Hall, Mothercombe House, Queen Mary’s Dolls House, India Gate, Embassy of the United Kingdom"
Henry Hobson Richardson,https://imgix.ranker.com/node_img/58/1151032/original/henry-hobson-richardson-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Henry Hobson Richardson was a prominent American architect who designed buildings in Albany, Boston, Buffalo, Chicago, Pittsburgh, Milwaukee and other cities. The style he popularized is named for him: Richardsonian Romanesque. Along with Louis Sullivan and Frank Lloyd Wright, Richardson is one of ""the recognized trinity of American architecture"".",Age: Dec. at 47 (1838-1886),Place of Birth: Louisiana,"Structures: Marshall Field's Wholesale Store, William Dorsheimer House, Old Colony Railroad Station, F. L. Higginson House, Allegheny County Courthouse"
Cass Gilbert,https://imgix.ranker.com/node_img/35/682103/original/cass-gilbert-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Cass Gilbert was a prominent American architect. An early proponent of skyscrapers in works like the Woolworth Building, Gilbert was also responsible for numerous museums and libraries, state capitol buildings as well as public architectural icons like the United States Supreme Court building. His public buildings in the Beaux Arts style reflect the optimistic American sense that the nation was heir to Greek democracy, Roman law and Renaissance humanism. Gilbert's achievements were recognized in his lifetime; he served as president of the American Institute of Architects in 1908-09. Gilbert was a conservative who believed architecture should reflect historic traditions and the established social order. His design of the new Supreme Court building, with its classical lines and small size contrasted sharply with the very large modernist Federal buildings going up along the National Mall in Washington, D.C., which he disliked. Heilbrun says ""Gilbert's pioneering buildings injected vitality into skyscraper design, and his 'Gothic skyscraper,' epitomized by the Woolworth Building, profoundly influenced architects during the first decades of the twentieth century.""",Age: Dec. at 74 (1859-1934),"Place of Birth: Zanesville, Ohio","Structures: Second Brazer Building, U.S. Army Military Ocean Terminal, Broadway-Chambers Building, Keeler Tavern, New York County Lawyers' Association Building"
William Thornton,https://imgix.ranker.com/node_img/120/2397394/original/william-thornton-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Dr. William Thornton was a British-American physician, inventor, painter and architect who designed the United States Capitol, an authentic polymath. He also served as the first Architect of the Capitol and first Superintendent of the United States Patent Office.",Age: Dec. at 68 (1759-1828),"Place of Birth: Jost Van Dyke, British Virgin Islands","Structures: The Octagon House, Tudor Place, Prospect Hill, United States Capitol, Woodlawn"
Eugène Viollet-le-Duc,https://imgix.ranker.com/node_img/48/959866/original/eug-ne-viollet-le-duc-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Eugène Emmanuel Viollet-le-Duc was a French architect and theorist, famous for his interpretive ""restorations"" of medieval buildings. Born in Paris, he was a major Gothic Revival architect. His works were largely restorative and few of his independent building designs were ever realised. Strongly contrary to the prevailing Beaux-Arts architectural trend of his time, much of his design work was largely derided by his contemporaries. He was the architect hired to design the internal structure of the Statue of Liberty, but died before the project was completed.",Age: Dec. at 65 (1814-1879),"Place of Birth: Paris, France","Structures: Sainte-Chapelle, Notre Dame de Paris, Pierresfonds Cathedral, Carcassonne Cathedral"
Richard Morris Hunt,https://imgix.ranker.com/node_img/96/1905695/original/richard-morris-hunt-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Richard Morris Hunt was an American architect of the nineteenth century and a preeminent figure in the history of American architecture. Hunt was, according to design critic Paul Goldberger writing in The New York Times, ""American architecture's first, and in many ways its greatest, statesman."" Aside from Hunt's sculpting of the face of New York City, including designs for the facade and Great Hall of the Metropolitan Museum of Art, the pedestal of the Statue of Liberty and many Fifth Avenue mansions lost to the wrecking ball, Hunt founded both the American Institute of Architects and the Municipal Art Society.",Age: Dec. at 66 (1828-1895),"Place of Birth: Brattleboro, Vermont","Structures: Association Residence Nursing Home, Lenox Library, Beechwood, Biltmore Estate, Ochre Court"
Daniel Burnham,https://imgix.ranker.com/node_img/41/809526/original/daniel-burnham-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Daniel Hudson Burnham, FAIA was an American architect and urban designer. He was the Director of Works for the World's Columbian Exposition in Chicago. Burnham took a leading role in the creation of master plans for the development of a number of cities, including Chicago, Manila and downtown Washington, D.C. He also designed several famous buildings, including the Flatiron Building of triangular shape in New York City, Union Station in Washington D.C., the Continental Trust Company Building tower skyscraper in Baltimore, and a number of notable skyscrapers in Chicago.",Age: Dec. at 65 (1846-1912),"Place of Birth: Henderson, New York","Structures: John Wanamaker Store, Flatiron Building, Ellicott Square Building, Santa Fe Building, Postal Square Building"
Eliel Saarinen,https://imgix.ranker.com/node_img/47/927239/original/eliel-saarinen-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,Gottlieb Eliel Saarinen was a Finnish architect known for his work with art deco buildings in the early years of the 20th century. He was the father of Eero Saarinen.,Age: Dec. at 76 (1873-1950),"Place of Birth: Rantasalmi, Finland","Structures: Charles J. and Ingrid V. (Frendberg) Koebel House, Hvitträsk, Christ Church Lutheran, Crow Island School, Des Moines Art Center"
Charles Follen McKim,https://imgix.ranker.com/node_img/36/702272/original/charles-follen-mckim-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Charles Follen McKim was an American Beaux-Arts architect of the late 19th century. Along with Stanford White, he provided the architectural expertise as a member of the partnership McKim, Mead & White.",Age: Dec. at 62 (1847-1909),Place of Birth: Pennsylvania,"Structures: University Club, St. Paul's Episcopal Church, Schomburg Center for Research in Black Culture, Bryan Lathrop House, Morgan Library"
Bertram Goodhue,https://imgix.ranker.com/node_img/29/572917/original/bertram-goodhue-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Bertram Grosvenor Goodhue was an American architect celebrated for his work in neo-gothic design. He also designed notable typefaces, including Cheltenham and Merrymount for the Merrymount Press. Later in life, Goodhue freed his architectural style with works like El Fureidis in Montecito, one of only three estates designed by Goodhue.",Age: Dec. at 54 (1869-1924),"Place of Birth: Pomfret, Connecticut","Structures: Lihiwai, Honolulu Academy of Arts, Westpoint Chapel, Nebraska State Capitol, Rockefeller Chapel"
Frei Otto,https://imgix.ranker.com/node_img/52/1026975/original/frei-otto-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Frei Paul Otto was a German architect and structural engineer noted for his use of lightweight structures, in particular tensile and membrane structures, including the roof of the Olympic Stadium in Munich for the 1972 Summer Olympics. Otto won the RIBA Royal Gold Medal in 2006 and was awarded the Pritzker Architecture Prize in 2015, shortly before his death.",Age: 98,Place of Birth: Germany,"Structures: Tuwaiq Palace, Olympic Stadium Munich"
Alexander Jackson Davis,https://imgix.ranker.com/node_img/22/426594/original/alexander-jackson-davis-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Alexander Jackson Davis, or A. J. Davis, was one of the most successful and influential American architects of his generation, known particularly for his association with the Gothic Revival style. Davis was born in New York City to Cornelius Davis, a bookseller and editor of theological works, and Julia Jackson. He spent his early years in New Jersey and attended elementary school in upstate New York. In 1818, Davis went to Alexandria, Virginia, to learn the printing trade from a half-brother. Living mostly in New York City from 1823 onward, he studied at the American Academy of Fine Arts, the New-York Drawing Association, and from the Antique casts of the National Academy of Design. Dropping out of school, he became a respectable lithographer and from 1826 he worked as a draftsman for Josiah R. Brady, a New York architect who was an early exponent of the Gothic revival style: Brady's Gothic 1824 St. Luke's Episcopal Church is the oldest surviving structure in Rochester, New York.",Age: Dec. at 88 (1803-1892),"Place of Birth: New York City, New York","Structures: Reuel E. Smith House, Locust Grove, Blandwood Mansion and Gardens, Wadsworth Atheneum, Cannon Building"
Richard Upjohn,https://imgix.ranker.com/node_img/96/1906774/original/richard-upjohn-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Richard Upjohn was a British-born American architect who emigrated to the United States and became most famous for his Gothic Revival churches. He was partially responsible for launching the movement to such popularity in the United States. Upjohn also did extensive work in and helped to popularize the Italianate style. He was a founder and the first president of the American Institute of Architects. His son, Richard Mitchell Upjohn, was also a well-known architect and served as a partner in his continued architectural firm in New York.",Age: Dec. at 76 (1802-1878),"Place of Birth: Shaftesbury, United Kingdom","Structures: Grace Church, Church of the Ascension, Episcopal, St. Paul's Episcopal Church, St. Paul's Episcopal Church"
Paul Rudolph,https://imgix.ranker.com/node_img/89/1769637/original/paul-rudolph-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Paul Marvin Rudolph was an American architect and the Chair of Yale University's Department of Architecture for six years, known for his use of concrete and highly complex floor plans. His most famous work is the Yale Art and Architecture Building, a spatially complex Brutalist concrete structure.",Age: Dec. at 78 (1918-1997),"Place of Birth: Elkton, Kentucky","Structures: Orange County Government Center, Lippo Centre, Sanderling Beach Club, Yale Art and Architecture Building, Revere Quality Institute House"
,,,,,
Robert Smirke,https://imgix.ranker.com/node_img/97/1922676/original/robert-smirke-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Smirke was the son of portrait painter Robert Smirke, and studied architecture as a pupil of classical architect John Soane in 1796, the same year he commenced his studies at the Royal Academy. He also studied and travelled in southern Europe for several years. Smirke designed public buildings in the classical style, including the main block and facade of the British Museum, the east wing of Somerset House and the adjacent King's (formerly Smirke) Building of King's College London, and the Royal College of Physicians building in Trafalgar Square (now known as Canada House). His domestic buildings were often in the Gothic style. Lowther Castle in Cumbria was his first job, in 1806, when he was just 25. Eastnor Castle was designed by him in the early 19th century. His buildings outside London included the Shire Halls of Gloucester, Shrewsbury and Hereford, plus alterations to Luton Hoo house. He also designed the second incarnation of the Covent Garden Theatre, now the Royal Opera House (destroyed by fire in 1857), and the General Post Office building in St Martins-le-Grand in the City of London (built between 1825 and 1829 (demolished c. 1910). Together with John Nash and Sir John Soane, he became official architect to the Office of Works in 1813. He advised the Parliamentary Commissioners on the building of new Churches from 1818 onwards, contributing four himself, including St George, Brandon Hill in Bristol. He was knighted in 1832, and received the RIBA Royal Gold Medal for Architecture in 1853. His brother Sydney Smirke was also an architect, best known for the circular reading room at the British Museum. He died in Cheltenham on April 18th 1867.",Age: Dec. at 86 (1780-1867),"Place of Birth: London, United Kingdom","Structures: Lancaster House, Lowther Castle, Banqueting House, Whitehall, Royal Mint"
Gian Lorenzo Bernini,https://imgix.ranker.com/node_img/54/1069218/original/gian-lorenzo-bernini-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Gian Lorenzo Bernini was an Italian artist and a prominent architect who worked principally in Rome. He was the leading sculptor of his age, credited with creating the Baroque style of sculpture. In addition, he painted, wrote plays, and designed metalwork and stage sets. Bernini possessed the ability to depict dramatic narratives with characters showing intense psychological states, but also to organize large-scale sculptural works which convey a magnificent grandeur. His skill in manipulating marble ensured that he would be considered a worthy successor of Michelangelo, far outshining other sculptors of his generation, including his rival, Alessandro Algardi. His talent extended beyond the confines of sculpture to a consideration of the setting in which it would be situated; his ability to synthesize sculpture, painting and architecture into a coherent conceptual and visual whole has been termed by the art historian Irving Levin the ""unity of the visual arts"".",Age: Dec. at 81 (1598-1680),"Place of Birth: Naples, Italy","Structures: Trevi Fountain, Palazzo Montecitorio, St. Peter's Basilica, Palazzo Barberini, Sant'Andrea al Quirinale"
Hector Guimard,https://imgix.ranker.com/node_img/58/1142861/original/hector-guimard-visual-artists-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Hector Guimard was a French architect, who is now the best-known representative of the Art Nouveau style of the late nineteenth and early twentieth centuries. Guimard's critical reputation has risen since the 1960s, as many art historians have praised his architectural and decorative work, the best of it done during a relatively brief fifteen years of prolific creative activity.",Age: Dec. at 75 (1867-1942),"Place of Birth: Lyon, France","Structures: Rue François-Millet, 11, Agoudas Hakehilos Synagogue, Paris Metro Entrance, Castel Orgeval"
John Nash,https://imgix.ranker.com/node_img/66/1312115/original/john-nash-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"John Nash was a British architect responsible for much of the layout of Regency London under the patronage of the Prince Regent, and during his reign as George IV. Nash was also a pioneer in the use of the Picturesque in architecture. His best-known buildings are the Royal Pavilion, Brighton, and Buckingham Palace.",Age: Dec. at 83 (1752-1835),"Place of Birth: London Borough of Lambeth, United Kingdom","Structures: Attingham Park, Foley House, Haverford West, Blaise Hamlet, Garnstone Castle"
Edward Durell Stone,https://imgix.ranker.com/node_img/46/915218/original/edward-durell-stone-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,Edward Durell Stone was a twentieth-century American architect and an early proponent of modern architecture in the United States.,Age: Dec. at 76 (1902-1978),"Place of Birth: Fayetteville, Arkansas","Structures: John F. Kennedy Center for the Performing Arts, North Carolina Museum of Art Stone Building, Jay Lewis House, North Carolina State Legislative Building, Stuart Company Plant and Office Building"
Wallace Harrison,https://imgix.ranker.com/node_img/118/2355547/original/wallace-harrison-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Wallace Kirkman Harrison was an American architect. Harrison started his professional career with the firm of Corbett, Harrison & MacMurray, participating in the construction of Rockefeller Center. He is best known for executing large public projects in New York City and upstate, many of them a result of his long and fruitful personal relationship with Nelson Rockefeller, for whom he served as an adviser.",Age: Dec. at 86 (1895-1981),"Place of Birth: Worcester, Massachusetts","Structures: 1211 Avenue of the Americas, Trylon and Perisphere, Metropolitan Opera House, Cultural Education Center, Empire State Plaza"
George Frederick Bodley,https://imgix.ranker.com/node_img/53/1057578/original/george-frederick-bodley-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"George Frederick Bodley was an English Gothic Revival architect. He was a pupil of Sir George Gilbert Scott, and worked in partnership with Thomas Garner for much of his career.",Age: Dec. at 80 (1827-1907),"Place of Birth: Kingston upon Hull, United Kingdom","Structures: Queens College Chapel, St Bartholomew's Church, Wilmslow, Church of Saint John the Baptist, Liverpool"
Minoru Yamasaki,https://imgix.ranker.com/node_img/80/1594575/original/minoru-yamasaki-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Minoru Yamasaki was an American architect, best known for designing the original World Trade Center in New York City and several other large-scale projects. Yamasaki was one of the most prominent architects of the 20th century. He and fellow architect Edward Durell Stone are generally considered to be the two master practitioners of ""New Formalism"".",Age: Dec. at 73 (1912-1986),"Place of Birth: Seattle, Washington","Structures: BOK Tower, Rainier Tower, 2 World Trade Center, Torre Picasso, 100 Washington Square"
Thomas Hastings,https://imgix.ranker.com/node_img/112/2236703/original/thomas-hastings-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Thomas Hastings was an American architect, a partner in the firm of Carrère and Hastings.",Age: Dec. at 69 (1860-1929),"Place of Birth: New York City, New York","Structures: The Townsend House, Hotel Washington, Plaza Hotel, Tomb of the Unknowns, Cannon House Office Building"
Peter Behrens,https://imgix.ranker.com/node_img/90/1784721/original/peter-behrens-architects-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Peter Behrens was a German architect and designer. He was important for the modernist movement, and several of the movement's leading names in earlier stages of their careers.",Age: Dec. at 71 (1868-1940),"Place of Birth: Hamburg, Germany","Structures: Factory, New Ways, Own House, Art Building, Turbine Building"
Inigo Jones,https://imgix.ranker.com/node_img/62/1222540/original/inigo-jones-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Inigo Jones is the first significant English architect of the early modern period, and the first to employ Vitruvian rules of proportion and symmetry in his buildings. He left his mark on London by single buildings, such as the Banqueting House, Whitehall, and in area design for Covent Garden square which became a model for future developments in the West End. He made major contributions to stage design by his work as theatrical designer for several dozen masques, most by royal command and many in collaboration with Ben Jonson.",Age: Dec. at 78 (1573-1652),"Place of Birth: Smithfield, London, London, United Kingdom","Structures: York Water Gate, Banqueting House, Whitehall, Coleshill House, Berks"
John Wellborn Root,https://imgix.ranker.com/node_img/66/1316279/original/john-wellborn-root-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,John Wellborn Root was an American architect who was based in Chicago with Daniel Burnham. He was one of the founders of the Chicago School style. One of his buildings was designated a National Historic Landmark; others have been designated Chicago landmarks and listed on the National Register of Historic Places. In 1958 he received the AIA Gold Medal.,Age: Dec. at 41 (1850-1891),"Place of Birth: Lumpkin, Georgia","Structures: Reliance Building, William Chick Scarritt House, Society for Savings Building, Rookery Building, Montauk Building"
Giorgio Vasari,https://imgix.ranker.com/node_img/54/1072642/original/giorgio-vasari-writers-photo-1?auto=format&q=60&fit=crop&fm=pjpg&dpr=2&w=375,"Giorgio Vasari was an Italian painter, architect, writer and historian, most famous today for his Lives of the Most Excellent Painters, Sculptors, and Architects, considered the ideological foundation of art-historical writing.",Age: Dec. at 62 (1511-1574),"Place of Birth: Arezzo, Italy","Structures: Uffizi Gallery, Basilica of Santa Maria Novella, Palazzo della Carovana, Boboli Gardens, Vasari Corridor"
